TR,Net1,Net2,Net3,Net4,Net5,Net6,Net7
185,-0.14803883856157635,0.36328452928269506,-0.1432393695141559,0.5315501525138853,-0.24499345367089456,-0.5118408289901982,-0.42825728631580756
186,0.10984946017240192,0.9568369895580865,0.44449411732970145,1.4021319176110663,-0.34319809774672294,0.16119444006105893,-0.3994717088699328
187,0.6091952951955852,0.7186111870921357,0.7519814732388629,1.0924172994639583,0.6666310757207108,0.3328497659023987,-0.22552137421071955
188,0.5980454903106142,0.18358785922070908,0.4311233464132171,0.13032694754373744,0.35108492801077845,0.10265484726369649,0.1229527824619274
189,0.1433055564310999,0.17764717183522422,0.6086249114266526,0.44018757741457165,0.6333695798885651,0.804741729894274,0.9148801473464103
190,0.1523545004975555,0.5583312237260549,0.6545917029157221,0.1200847420491083,0.16217589026232648,0.5859953200933411,0.4427723402545847
191,0.7462168093545753,0.789977937496391,0.9192045400502793,0.09100999167919249,-0.14571864152831732,0.22016406904885638,0.23118711349228202
192,1.3964561304533871,0.8808790319392092,0.9669394869253165,0.3544451451607628,0.3487603769818122,0.5703592342071394,0.6686049289730474
193,1.4091609714198976,0.47228950619246846,0.7153578556906814,0.5889799136024232,1.074069383113234,1.3117048303907957,1.4203122896428293
194,0.9747168770562502,0.4548010509220298,0.5602217630497149,0.7557152617735404,1.0391525630205973,1.2458033668388915,1.646142831544233
195,0.41609281459143205,0.03814127985665123,0.23660194026908662,0.24627693235157871,0.3314359690714452,0.3098943033353945,1.1410018500876502
196,0.4448450315392357,0.2089824419549374,0.6503652165531877,0.4785209346948671,0.46494107123228967,0.26366271623319054,1.1854885804295339
197,0.2552180461611051,0.11774796486466417,0.390397614828248,0.06534071043464561,-0.09373652898442222,-0.13257350253964564,0.33382426483738115
198,0.09629672254716026,-0.3177007774131608,-0.12996249598137047,-0.17338019126052392,0.772714133205914,-0.26527652251847844,-0.10048904422779686
199,0.13185550079660763,0.04510246485697366,-0.09308111880216666,0.15505883362749523,1.1516139120819657,-0.15885252891918092,-0.02086115166342262
200,0.517761728997384,0.7827897377489368,0.3198337091739333,0.7939938511493324,0.7624360557255445,0.2858464857046538,0.7628097611747493
201,0.7978592679559433,0.3275650537935204,0.7348247258140099,0.609473419386139,0.4978679960605952,0.6729040912129148,0.9708840128941055
202,0.49414848621346885,0.3735314914773208,1.0012450113125346,0.5224315245301552,0.991612970933949,1.3373807903782302,1.29318308362519
203,0.21759800402770726,0.6445256562012925,0.7000256524367876,0.35986743516930697,0.8259515106469235,1.2335028641167796,0.9396387944906149
204,0.7715815975148292,0.9466535725565993,0.6189779521509292,0.4233041008563648,1.7371641683398684,0.9258674580110715,0.5884221944553958
205,1.0242794839770382,0.7359832592676593,0.11365680680403661,0.16327278886996907,0.9163181600979148,0.1362621138348461,0.23859828055835894
