TR,Net1,Net2,Net3,Net4,Net5,Net6,Net7
0,0.01799368170048469,0.0022326347031582563,0.02015160577971599,0.05034114821482083,-0.01570430124114385,0.02020190101463372,-0.036820089527551246
1,-0.45561120491985346,-1.1043692745080704,-0.7042815468688156,-1.0671095002830455,1.0711805714780755,-0.6160036702317883,-1.0393976801906923
2,0.7168883945290188,-0.3029844961376812,-0.24006324109850427,-0.07697850837462877,0.6449979104714987,0.491440640175631,0.19842837724001117
3,2.17064435221242,-0.24737320319295011,0.33041162385490097,0.4150282112581038,2.3700922194689817,1.113094055646163,0.967940134774053
4,2.0421983043883305,-0.3849981484623363,-0.20402348486120345,-0.0980179695873609,1.773000263419019,0.13873400423281015,0.7611469149127422
5,1.2868806191462445,-0.46596049389548316,-0.6404565391040599,-0.16978064858179354,0.8760191032576071,-0.6468560545844189,0.5100369904814196
6,1.2660604720754034,-0.2281784581513163,-0.47873619442543414,0.14599398011742423,0.6338318148922165,-0.5275137093020686,0.011111713486762622
7,0.9971015193908451,0.40754348154702424,-0.401276739969584,0.47060460882324856,-0.5477063764252966,-0.8498170116804757,-0.7071211643474347
8,0.9625709580729023,0.2931946649146283,-0.2641451257511205,0.26190851077178434,-1.3387226166955877,-0.8262576408429851,-1.0771181250592359
9,1.9703061246290405,1.2572514247918325,0.9240898204024005,1.3699994866474867,0.3445411978109074,1.2958004723979144,0.9922480778898407
10,2.056339757047026,1.173513916859999,0.9281664390154419,0.872053289710335,0.45444329263091754,1.0248225762139156,0.9097992060725885
11,0.8043834970530537,0.01428991024714343,-0.25788309941401566,-1.1090265438571807,-0.6390566502818602,-0.7418516136829671,-0.6083182227252589
12,-0.6765195008234266,-0.9571724145969803,-1.5994830712752441,-1.540171136309202,0.6459142954927921,-2.0335163980870563,-1.712286543566602
13,-1.7626104047047353,-1.3208203630590114,-1.8983089559041229,-2.3359470990536226,-0.8616384892361132,-2.5375432428000724,-2.085294875317601
14,-1.9138526842562107,-0.7258694325245139,-1.3335399840226432,-1.9481880397768025,-0.11396236226440974,-1.995474835076247,-1.1701310809478243
15,-1.6363877278690067,-0.317233602533319,-1.3141203569565167,-1.686677259851505,-0.9907161509932013,-1.7016630059187767,-0.8048768974889541
16,-1.6903359518127548,-0.25654523524085954,-0.9346684089256905,-1.4917458139770357,-0.9289090770861075,-1.4794137681162318,-0.7844721145900092
17,-0.8478413504392768,1.2065039631008991,0.13649049016449927,0.4995439766733608,0.120909944072038,0.11392185797893346,0.9906802602251468
18,0.3565528467066902,1.2557364372938444,0.6464476360492742,0.8564534906833106,0.6505863941013934,-0.07411927598781495,0.9900244566216793
19,-0.10495729962349885,-0.2664535457258959,-0.3204159602493807,-1.3337267025750157,-0.7651469956811146,-1.7490319456504695,-0.9546738262816469
20,-0.1248767569599952,0.49044438842078325,-0.20035660615104797,0.17352738460369363,-1.4407487407045465,-0.6510284092608164,-0.1267240629811395
21,0.3588005525956299,1.0968167258517945,0.7461512608599263,0.9653115351458058,-0.12711784890745906,0.5593872455720529,0.9634060036429655
22,-0.3167051991634608,0.15408860345364184,0.36823532574833157,0.02320828050866538,2.045305165713876,-0.2294007313079489,0.21819264137756855
23,-0.6910302176422629,0.22935912086804258,-0.07325278546190912,0.2968313619159128,0.9556078153336797,-0.11938646817466109,0.5000362201232484
24,-0.4034462284083853,0.2798194518842468,0.4130808467356411,0.4253781317484759,1.1799019139176146,0.49931612584718177,0.8956952666530481
25,0.044611033745985816,0.6171357404635576,0.6510304281459554,0.8545878336113808,1.4724154982177164,0.675836531220422,1.0026548916696396
26,0.1287416633071972,0.5033959904494296,0.6435713069562778,0.9207936530028692,0.5552509467697705,1.0596980774009517,0.6487769231436739
27,0.5090651280512022,0.3739076808627376,0.6794235882320548,0.29768760673293027,-0.2695040749398506,1.243708108369558,0.3813831605953834
28,-0.7956410239664895,-0.8784618376172518,-0.2392519459681948,-0.9582594169481572,-0.7559286683978504,0.5331124215857318,-0.6043748782618723
29,-0.20211925788400792,0.1985020433229361,0.39260377161901777,0.9010738461037631,-0.668073437991759,1.58369829262991,0.34856167781871195
30,1.5388188608099804,1.0673715535618047,1.623565969942187,2.395795607167101,0.8777006837079797,2.425993696059638,1.3692042574605605
31,1.2172453322004906,0.1297071144126083,1.0068551604337166,1.3813886770509296,0.6240130170950638,1.657793724096335,0.685962369821245
32,0.7685280363277847,-0.5632014910741658,0.2519325420425171,0.17293504284403505,-0.591911091918276,0.4737403214236824,-0.12115898055346393
33,0.7268811337248026,-1.1230363794510638,-0.06495716866101801,-0.5603744508559957,-0.27577246407786393,0.3730826621776205,-0.18449137771134014
34,0.3838985955390735,-1.031747337973377,-0.43992628656154886,-1.02833294067161,0.5721209416015464,0.007150668116981317,-0.09544578039186806
35,0.6144169403460875,-1.148492269898553,-0.13418996195571387,-1.1432191408223507,0.8856261018211165,0.010436037229368674,-0.018325668168480854
36,0.7344590838505389,-1.3870492221765909,-0.14011451784064152,-1.6698573992707535,-1.4959877006155977,-0.0324964861386745,-0.48221575532012595
37,-0.22461094500230752,-1.3697190651585258,-0.529508095695252,-1.4897801993358868,-1.1285275362536695,-0.4897999441652013,-0.5352772346476132
38,-0.6448845769633782,-0.3984463398130817,-0.32945053551880416,-0.20744980031424456,-0.4498139812247992,0.12077670498392637,0.46355098014658275
39,-0.9391964175531581,-0.25771392166477525,-0.36242704968227435,-0.08841811230024749,0.7465388250924194,0.3277889270919524,0.47374366855755357
40,-1.441210804258032,-0.5906995837803442,-0.47458564479583043,-0.6508241970105887,1.0773676587461807,0.3998411754427398,-0.12555954078064085
41,-1.1203535363434614,-0.11949408027976544,-0.3450069750444417,-0.12391431789288784,-0.9845502159544656,0.5448792634874081,-0.19706528442820195
42,-0.6030360915106195,-0.0610219227577785,-0.20492638942367727,0.24790688481907733,-0.5975367687861683,0.3230533826860747,0.0037836744299848965
43,-0.5579124833809087,-0.3674244412460424,-0.5654398326366642,-0.055105696472138824,-0.7925312574234707,0.02647016888794797,0.1728586881112822
44,-1.700612624828671,-1.6443676486918093,-1.3991702364672287,-1.953650657005555,-1.0879109361559718,-1.436201114758944,-0.9391042348522085
45,-1.0616759326392036,-0.2654041786798279,-0.4175844055917305,-0.7338705181688603,-0.8070444103293953,-0.6530896195691183,0.23736953183234435
46,-0.38199932477952514,0.5103995834485661,0.2249046099452597,-0.16449699782169794,-1.2819649176265786,-0.4939257570776886,0.297336441844721
47,-0.5975598154213625,-0.8621020196992947,-0.4718995169308332,-1.2611732023272604,-0.5936002062705847,-1.1711932134966627,-1.2208066187501898
48,1.068113965310461,1.279072881849921,0.823188105605681,1.8447271410689907,0.15570415249841665,0.31258918094353055,0.1085437524421932
49,1.9622216656367375,2.3344042605630073,1.5395382308471541,3.042718727389918,2.268725580318896,0.48026890769667674,0.4121860249071497
50,1.2892549704798626,1.9657558598304647,1.6668046181109955,2.61085344336597,2.2561999105339945,0.8710434941806693,-0.25443608675030344
51,0.20363749924067423,1.2451078628836707,0.7178727457267865,1.3970967235700227,-0.46903972970185476,0.2967676666843064,-1.3527992026726408
52,-0.560788786871997,0.7760057424425838,-0.11196246426135235,1.2371460780657195,-1.5480906924405327,-0.02734223017827348,-1.6548743770129715
53,0.06535627990975647,0.9870063826065302,0.1631202361692737,1.639850803403193,-0.6153963454070963,0.5439322439942323,-0.19983929448959828
54,0.3254850732791497,0.5245646610084285,0.41058791861423793,1.1456925343041506,0.6962460803443881,0.7109567757751631,0.7765932477937597
55,0.6196263823687613,0.17488915889733803,0.26772459639360585,0.3194307932159593,0.17209561633750411,0.27104373146799743,1.5283398573655675
56,0.30991122292340784,0.21322258043603012,0.2089427956976893,-0.10284644294091107,0.6787148477683878,-0.27121617730609743,0.8690242459473666
57,0.8799472601553007,0.7775017922372245,0.3350623678170811,0.5872277257185162,1.032572466446754,0.1585387792496497,0.9384191594939808
